"","BirdID","Status","BreedGroupID","Mate","NoFeeds","FeedsPerHour","NestWatchID","WatchDate","Month","Year2","TerritoryID","ObsDuration","LastBTO","SexEstimate","TerritoryNumber","TQ","Observer","LastColourRing","Island","NoH","StartTime","NestNumber","SumOfFeedsPerHour","NestID","Helper01","TotalFeeds","TotalFeedsPerHour","ClutchSize","BroodSize","NoFledglings","X.UkUR","WatchType","TQcorrected","FieldPeriodID","FPID_Month","MonthlyInsects","AvgOfTQcorrected","TQc_Combined","AnnualInsects","No_M_H","No_F_H","GroupSize","MateID","TID","BGID","NID","NWID","Obs","Year","FeedsHour","LogFeedsPerHour","sqrtFeedsPerHour","NoOffspring"
"786","2966","BrM",4975,5164,14,14,832,2020-09-03,"9",2010,24,60,"R737543",1,18,-0.055529623,"SP","BE/OX","CN",0,"12:00",2,20,2251,"0",20,20,1,1,0,0,"FI",33081.79656,104,"104_9",1099,NA,33081.79656,3.884601828,0,0,2,"5164","24","4975","2251","832","SP","2010",14,2.63905732961526,3.74165738677394,1
"788","2968","BrF",4534,1769,9,9,260,2020-08-28,"8",2008,55,60,"R737545",0,39,0.067398868,"ML","GE/OX","CN",0,"10:11",1,17,1871,"0",17,17,1,1,0,0,"F",1968.978341,87,"87_8",725,NA,1968.978341,2.779036475,0,0,3,"1769","55","4534","1871","260","ML","2008",9,2.19722457733622,3,1
"789","2968","BrF",5115,5240,12,12,885,2020-07-29,"7",2011,55,60,"R737545",0,39,0.067398868,"DJW","GE/OX","CN",1,"09:30",1,35,2437,"1",35,35,1,1,1,0,"F",25214.4298,105,"105_7",5925,NA,25214.4298,9.032081704,0,1,3,"5240","55","5115","2437","885","DJW","2011",12,2.484906649788,3.46410161513775,1
"791","2974","BrM",6820,5511,5,5,1513,2020-02-19,"2",2015,178,60,"R737703",1,121,-0.201631285,"MB","LE/GX","CN",0,"15:43",1,19,3440,"0",19,19,1,1,0,0,"F",8584.842517,139,"139_2",1164,NA,8584.842517,3.045608346,0,0,3,"5511","178","6820","3440","1513","MB","2015",5,1.6094379124341,2.23606797749979,1
"792","2978","BrF",3825,3089,6,6,182,2020-09-03,"9",2006,86,60,"R737550",0,58,-0.1624068,"CE","BG/XZ","CN",1,"17:20",2,20,1513,"1",20,20,3,3,2,0,"FI",2647.296482,75,"75_9",883,NA,2647.296482,3.303207678,0,1,4,"3089","86","3825","1513","182","CE","2006",6,1.79175946922805,2.44948974278318,3
"793","2980","BrM",3762,1763,9,6,136,2020-08-11,"8",2006,3,90,"R737552",1,2,0.232241865,"CE","BG/OX","CN",2,"16:02",1,38,1436,"1",57,38,2,1,1,0,"F",7100.297684,75,"75_8",1111,NA,7100.297684,3.303207678,0,2,4,"1763","3","3762","1436","136","CE","2006",6,1.79175946922805,2.44948974278318,1
"797","2988","BrM",4969,5284,7,7,840,2020-09-06,"9",2010,14,60,"R737713",1,9,-0.04437128,"MH","LE/LX","CN",0,"08:46",2,23,2243,"0",23,23,1,1,0,4.347826087,"F",16727.06183,104,"104_9",1099,NA,16727.06183,3.884601828,0,0,2,"5284","14","4969","2243","840","MH","2010",7,1.94591014905531,2.64575131106459,1
"798","2989","BrF",5010,4887,6,6,785,2020-08-11,"8",2010,75,60,"R737714",0,51.2,0.154161754,"MH","BN/OX","CN",0,"16:00",1,17,2300,"0",17,17,1,1,1,0,"FI",14247.11187,104,"104_8",1454,NA,14247.11187,3.884601828,0,0,3,"4887","75","5010","2300","785","MH","2010",6,1.79175946922805,2.44948974278318,1
"802","2991","BrM",6691,5838,7,6.885245902,1406,2020-08-23,"8",2014,179,61,"R737716",1,122,-0.004387128,"MB","BN/XZ","CN",0,"07:32",1,18.68852459,3104,"0",19,18.68852459,1,1,1,5.263157895,"F",7460.489149,125,"125_8",1437,NA,7460.489149,4.287076423,0,0,2,"5838","179","6691","3104","1406","MB","2014",6.88524590163934,1.9293808471041,2.62397520986765,1
"803","2991","BrM",6691,5838,10,9.523809524,1378,2020-08-18,"8",2014,179,63,"R737716",1,122,-0.004387128,"MB","BN/XZ","CN",0,"11:21",1,16.19047619,3104,"0",17,16.19047619,1,1,1,0,"F",7460.489149,125,"125_8",1437,NA,7460.489149,4.287076423,0,0,2,"5838","179","6691","3104","1378","MB","2014",9.52380952380952,2.25379492882461,3.0860669992727,1
"804","2991","BrM",6442,5838,10,10,1232,2020-02-12,"2",2014,179,60,"R737716",1,122,-0.004387128,"FG","BN/XZ","CN",0,"10:05",1,21,2847,"0",21,21,1,1,1,9.523809524,"F",41939.16227,124,"124_2",2347,NA,41939.16227,5.478684885,0,0,2,"5838","179","6442","2847","1232","FG","2014",10,2.30258509299405,3.16227766016838,1
"805","3002","BrF",4284,1581,3,3,246,2020-08-13,"8",2007,135,60,"R737760",0,92.1,-0.222975985,"PS","BN/BX","CN",1,"10:51",1,11,1795,"1",11,11,1,1,1,0,"F",9660.684708,82,"82_8",510,NA,9660.684708,2.855332926,1,0,3,"1581","135","4284","1795","246","PS","2007",3,1.09861228866811,1.73205080756888,1
"807","3085","BrF",6741,1729,5,5,1484,2020-08-20,"8",2014,20,60,"R737750",0,15,0.225037958,"KLB","EL/WX","CN",0,"15:46",1,12,3163,"0",12,12,1,1,1,0,"FI",21936.66297,125,"125_8",1437,NA,21936.66297,4.287076423,0,0,3,"1729","20","6741","3163","1484","KLB","2014",5,1.6094379124341,2.23606797749979,1
"808","3085","BrF",6741,1729,8,8,1489,2020-08-25,"8",2014,20,60,"R737750",0,15,0.225037958,"KLB","EL/WX","CN",0,"11:01",1,21,3163,"0",21,21,1,1,1,0,"F",21936.66297,125,"125_8",1437,NA,21936.66297,4.287076423,0,0,3,"1729","20","6741","3163","1489","KLB","2014",8,2.07944154167984,2.82842712474619,1
"809","3086","BrF",6662,5829,6,6,1455,2020-08-25,"8",2014,3,60,"R737748",0,2,0.232241865,"SAK","EL/BX","CN",1,"10:42",2,20,3215,"1",20,20,1,1,1,10,"FI",35642.61837,125,"125_8",1437,NA,35642.61837,4.287076423,0,1,3,"5829","3","6662","3215","1455","SAK","2014",6,1.79175946922805,2.44948974278318,1
"814","3087","BrM",6149,3490,3,3,1126,2020-08-30,"8",2013,27,60,"R737736",1,21,-0.0989614,"LMG","EN/GX","CN",0,"10:10",1,11,2765,"0",11,11,1,1,1,0,"F",22224.98202,122,"122_8",2045,NA,22224.98202,3.248186294,0,0,2,"3490","27","6149","2765","1126","LMG","2013",3,1.09861228866811,1.73205080756888,1
"816","3087","BrM",4977,3490,9,9,1160,2020-08-26,"8",2010,27,60,"R737736",1,21,-0.0989614,"SP","EN/GX","CN",1,"08:00",2,19,2254,"1",19,19,1,1,0,0,"F",27551.66397,104,"104_8",1454,NA,27551.66397,3.884601828,1,0,3,"3490","27","4977","2254","1160","SP","2010",9,2.19722457733622,3,1
"817","3089","BrM",3825,2978,7,7,182,2020-09-03,"9",2006,86,60,"R737738",1,58,-0.1624068,"CE","EL/YX","CN",1,"17:20",2,20,1513,"1",20,20,3,3,2,0,"FI",2647.296482,75,"75_9",883,NA,2647.296482,3.303207678,0,1,4,"2978","86","3825","1513","182","CE","2006",7,1.94591014905531,2.64575131106459,3
"820","3094","BrF",6753,5855,1,1,1461,2020-08-29,"8",2014,53,60,"R737743",0,37,0.238343219,"SAK","EL/GX","CN",0,"14:24",1,6,3190,"0",6,6,1,1,1,0,"FI",24210.08588,125,"125_8",1437,NA,24210.08588,4.287076423,0,0,2,"5855","53","6753","3190","1461","SAK","2014",1,0,1,1
"822","6017","BrM",6113,3094,0,0,1109,2020-08-27,"8",2013,53,60,"L921099",1,37,0.238343219,"HE","OR/NX","CN",0,"08:10",1,7,2729,"0",7,7,1,1,0,0,"F",69753.95401,122,"122_8",2045,NA,69753.95401,3.248186294,0,0,3,"3094","53","6113","2729","1109","HE","2013",0,-Inf,0,1
"823","3094","BrF",6113,6017,7,7,1109,2020-08-27,"8",2013,53,60,"R737743",0,37,0.238343219,"HE","EL/GX","CN",0,"08:10",1,7,2729,"0",7,7,1,1,0,0,"F",69753.95401,122,"122_8",2045,NA,69753.95401,3.248186294,0,0,3,"6017","53","6113","2729","1109","HE","2013",7,1.94591014905531,2.64575131106459,1
"824","3094","BrF",6753,5855,8,8,1470,2020-09-04,"9",2014,53,60,"R737743",0,37,0.238343219,"SAK","EL/GX","CN",0,"14:32",1,17,3190,"0",17,17,1,1,1,0,"F",24210.08588,125,"125_9",2956,NA,24210.08588,4.287076423,0,0,2,"5855","53","6753","3190","1470","SAK","2014",8,2.07944154167984,2.82842712474619,1
"830","3444","BrF",5033,1731,7,7,820,2020-08-16,"8",2010,112,60,"R737771",0,78,-0.061008963,"SP","EE/GX","CN",0,"11:50",1,13,2329,"0",13,13,1,1,1,0,"F",20145.8784,104,"104_8",1454,NA,20145.8784,3.884601828,0,0,3,"1731","112","5033","2329","820","SP","2010",7,1.94591014905531,2.64575131106459,1
"832","6196","BrM",6666,3451,0,0,1346,2020-07-31,"7",2014,138,60,"L921203",1,94,-0.017306088,"HE","YO/XZ","CN",0,"11:27",1,5,3078,"0",5,5,1,1,1,0,"FL",44767.70834,125,"125_7",1576,NA,44767.70834,4.287076423,0,0,3,"3451","138","6666","3078","1346","HE","2014",0,-Inf,0,1
"833","3451","BrF",6666,6196,5,5,1346,2020-07-31,"7",2014,138,60,"R737728",0,94,-0.017306088,"HE","OL/OX","CN",0,"11:27",1,5,3078,"0",5,5,1,1,1,0,"FL",44767.70834,125,"125_7",1576,NA,44767.70834,4.287076423,0,0,3,"6196","138","6666","3078","1346","HE","2014",5,1.6094379124341,2.23606797749979,1
"834","3451","BrF",5046,1801,10,10,834,2020-09-06,"9",2010,138,60,"R737728",0,94,-0.017306088,"SP","OL/OX","CN",1,"10:00",2,23,2345,"1",23,23,1,1,0,0,"FI",12517.6201,104,"104_9",1099,NA,12517.6201,3.884601828,1,0,3,"1801","138","5046","2345","834","SP","2010",10,2.30258509299405,3.16227766016838,1
"835","3451","BrF",5330,1801,11,11,1044,2020-08-25,"8",2012,138,60,"R737728",0,94,-0.017306088,"VS","OL/OX","CN",0,"08:14",1,12,2600,"0",12,12,1,1,0,8.333333333,"F",13766.37536,116,"116_8",1183,NA,13766.37536,4.048605441,0,0,3,"1801","138","5330","2600","1044","VS","2012",11,2.39789527279837,3.3166247903554,1
"836","3451","BrF",5161,1801,16,16,904,2020-08-27,"8",2011,138,60,"R737728",0,94,-0.017306088,"DJW","OL/OX","CN",1,"13:27",1,50,2504,"1",50,50,2,2,2,0,"FI",7070.698827,105,"105_8",3751,NA,7070.698827,9.032081704,0,1,3,"1801","138","5161","2504","904","DJW","2011",16,2.77258872223978,4,2
"839","3453","BrF",4999,1744,12,12,819,2020-08-14,"8",2010,60,60,"R737729",0,43,0.012875066,"SP","LG/LX","CN",0,"12:10",1,23,2286,"0",23,23,1,1,1,0,"F",10003.52278,104,"104_8",1454,NA,10003.52278,3.884601828,0,0,2,"1744","60","4999","2286","819","SP","2010",12,2.484906649788,3.46410161513775,1
"841","3456","BrM",5065,3569,4,4,780,2020-08-08,"8",2010,407,60,"R737726",1,126,0.093025854,"MH","BE/XZ","CN",0,"09:35",1,19,2368,"0",19,19,1,1,1,0,"F",42063.66061,104,"104_8",1454,NA,42063.66061,3.884601828,0,0,2,"3569","407","5065","2368","780","MH","2010",4,1.38629436111989,2,1
"843","3456","BrM",6731,6028,4,4,1452,2020-08-22,"8",2014,407,60,"R737726",1,126,0.093025854,"SAK","BE/XZ","CN",1,"10:24",1,23,3152,"1",23,23,1,1,1,4.347826087,"F",18346.61749,125,"125_8",1437,NA,18346.61749,4.287076423,0,1,3,"6028","407","6731","3152","1452","SAK","2014",4,1.38629436111989,2,1
"844","3456","BrM",6731,6028,6,6,1496,2020-08-29,"8",2014,407,60,"R737726",1,126,0.093025854,"KLB","BE/XZ","CN",1,"14:12",1,21,3152,"1",21,21,1,1,1,9.523809524,"F",18346.61749,125,"125_8",1437,NA,18346.61749,4.287076423,0,1,3,"6028","407","6731","3152","1496","KLB","2014",6,1.79175946922805,2.44948974278318,1
"845","3595","BrF",4562,3457,0,0,293,2020-08-27,"8",2008,90,60,"R737684",0,60.1,-0.107682707,"JC","NW/XZ","CN",1,"12:00",1,17,2163,"1",17,17,1,1,1,0,"FL",18379.34687,87,"87_8",725,NA,18379.34687,2.779036475,0,1,3,"3457","90","4562","2163","293","JC","2008",0,-Inf,0,1
"846","3457","BrM",4562,3595,1,1,293,2020-08-27,"8",2008,90,60,"R737725",1,60.1,-0.107682707,"JC","BO/XZ","CN",1,"12:00",1,17,2163,"1",17,17,1,1,1,0,"FL",18379.34687,87,"87_8",725,NA,18379.34687,2.779036475,0,1,3,"3595","90","4562","2163","293","JC","2008",1,0,1,1
"848","3487","BrF",3790,1543,16,16,151,2020-09-02,"9",2006,42,60,"R737774",0,30.1,-0.047255493,"CE","OY/OX","CN",0,"14:17",1,27,1457,"0",27,27,1,1,0,0,"FI",23116.20173,75,"75_9",883,NA,23116.20173,3.303207678,0,0,4,"1543","42","3790","1457","151","CE","2006",16,2.77258872223978,4,1
"851","3490","BrF",4977,3087,7,7,1160,2020-08-26,"8",2010,27,60,"R737772",0,21,-0.0989614,"SP","GO/GX","CN",1,"08:00",2,19,2254,"1",19,19,1,1,0,0,"F",27551.66397,104,"104_8",1454,NA,27551.66397,3.884601828,1,0,3,"3087","27","4977","2254","1160","SP","2010",7,1.94591014905531,2.64575131106459,1
"852","3490","BrF",6149,3087,8,8,1126,2020-08-30,"8",2013,27,60,"R737772",0,21,-0.0989614,"LMG","GO/GX","CN",0,"10:10",1,11,2765,"0",11,11,1,1,1,0,"F",22224.98202,122,"122_8",2045,NA,22224.98202,3.248186294,0,0,2,"3087","27","6149","2765","1126","LMG","2013",8,2.07944154167984,2.82842712474619,1
"856","3497","BrF",4980,1611,5,5,782,2020-08-09,"8",2010,32,60,"R737777",0,24,-0.132808304,"MH","OY/LX","CN",0,"10:25",1,13,2259,"0",13,13,1,1,1,0,"FI",16742.51064,104,"104_8",1454,NA,16742.51064,3.884601828,0,0,2,"1611","32","4980","2259","782","MH","2010",5,1.6094379124341,2.23606797749979,1
"857","1611","BrM",5102,3497,0,0,894,2020-08-09,"8",2011,32,60,"N748927",1,24,-0.132808304,"DJW","VV/XZ","CN",0,"15:50",2,5,2419,"0",5,5,1,1,1,0,"FI",58604.30478,105,"105_8",3751,NA,58604.30478,9.032081704,0,0,2,"3497","32","5102","2419","894","DJW","2011",0,-Inf,0,1
"858","3497","BrF",5102,1611,5,5,894,2020-08-09,"8",2011,32,60,"R737777",0,24,-0.132808304,"DJW","OY/LX","CN",0,"15:50",2,5,2419,"0",5,5,1,1,1,0,"FI",58604.30478,105,"105_8",3751,NA,58604.30478,9.032081704,0,0,2,"1611","32","5102","2419","894","DJW","2011",5,1.6094379124341,2.23606797749979,1
"861","3505","BrF",3814,1774,5,5,172,2020-08-14,"8",2006,72,60,"R737786",0,50.1,-0.104582554,"JC","OW/LX","CN",0,"08:20",1,14,1496,"0",14,14,1,1,1,0,"FI",10497.99839,75,"75_8",1111,NA,10497.99839,3.303207678,0,0,3,"1774","72","3814","1496","172","JC","2006",5,1.6094379124341,2.23606797749979,1
"862","3517","BrF",3868,1593,20,20,123,2020-09-03,"9",2006,168,60,"R737797",0,111,0.350876253,"CE","NY/OX","CN",0,"14:30",2,35,1417,"0",35,35,2,2,2,0,"F",14882.63117,75,"75_9",883,NA,14882.63117,3.303207678,0,0,3,"1593","168","3868","1417","123","CE","2006",20,2.99573227355399,4.47213595499958,2
"864","3567","BrF",5131,1604,4,4,869,2020-08-27,"8",2011,83,60,"R737673",0,56,-0.122256295,"MH","EY/YX","CN",0,"15:28",1,11,2464,"0",11,11,1,1,1,0,"FI",40221.12739,105,"105_8",3751,NA,40221.12739,9.032081704,0,0,3,"1604","83","5131","2464","869","MH","2011",4,1.38629436111989,2,1
"865","3567","BrF",6443,5822,8,8,1236,2020-02-13,"2",2014,83,60,"R737673",0,56,-0.122256295,"FG","EY/YX","CN",0,"08:20",1,13,2848,"0",13,13,1,1,1,0,"F",20377.86956,124,"124_2",2347,NA,20377.86956,5.478684885,0,0,2,"5822","83","6443","2848","1236","FG","2014",8,2.07944154167984,2.82842712474619,1
"866","3567","BrF",5015,1604,11,11,790,2020-08-24,"8",2010,83,60,"R737673",0,56,-0.122256295,"MH","EY/YX","CN",0,"13:30",2,30,2306,"0",30,30,1,1,1,3.333333333,"F",22043.43843,104,"104_8",1454,NA,22043.43843,3.884601828,0,0,2,"1604","83","5015","2306","790","MH","2010",11,2.39789527279837,3.3166247903554,1
"867","3567","BrF",5131,1604,11,11,907,2020-08-30,"8",2011,83,60,"R737673",0,56,-0.122256295,"DJW","EY/YX","CN",0,"15:03",1,15,2464,"0",15,15,1,1,1,0,"F",40221.12739,105,"105_8",3751,NA,40221.12739,9.032081704,0,0,3,"1604","83","5131","2464","907","DJW","2011",11,2.39789527279837,3.3166247903554,1
"869","4866","BrM",4589,3574,0,0,266,2020-08-27,"8",2008,137,60,"R737867",1,93,0.111850481,"ML","RG/EX","CN",0,"14:36",1,20,1898,"0",20,20,1,1,1,0,"FL",12597.93503,87,"87_8",725,NA,12597.93503,2.779036475,0,0,2,"3574","137","4589","1898","266","ML","2008",0,-Inf,0,1
"870","3569","BrF",5065,3456,15,15,780,2020-08-08,"8",2010,407,60,"R737675",0,126,0.093025854,"MH","LE/SX","CN",0,"09:35",1,19,2368,"0",19,19,1,1,1,0,"F",42063.66061,104,"104_8",1454,NA,42063.66061,3.884601828,0,0,2,"3456","407","5065","2368","780","MH","2010",15,2.70805020110221,3.87298334620742,1
"871","3574","BrF",4589,4866,20,20,266,2020-08-27,"8",2008,137,60,"R737672",0,93,0.111850481,"ML","NE/LX","CN",0,"14:36",1,20,1898,"0",20,20,1,1,1,0,"FL",12597.93503,87,"87_8",725,NA,12597.93503,2.779036475,0,0,2,"4866","137","4589","1898","266","ML","2008",20,2.99573227355399,4.47213595499958,1
"873","3590","BrF",5066,4854,20,20,788,2020-08-19,"8",2010,478,60,"R737660",0,127,0.030997178,"MH","NW/GX","CN",0,"14:59",1,27,2369,"0",27,27,1,1,0,0,"FI",6927.592746,104,"104_8",1454,NA,6927.592746,3.884601828,0,0,3,"4854","478","5066","2369","788","MH","2010",20,2.99573227355399,4.47213595499958,1
"874","3594","BrF",6150,5836,17,17,1139,2020-09-03,"9",2013,172,60,"R737687",0,123,-0.131592537,"LMG","NY/LX","CN",0,"10:15",1,26,2766,"0",26,26,1,1,0,0,"F",10384.55382,122,"122_9",1113,NA,10384.55382,3.248186294,0,0,2,"5836","172","6150","2766","1139","LMG","2013",17,2.83321334405622,4.12310562561766,1
"875","3595","BrF",5020,5292,10,10,787,2020-08-18,"8",2010,90,60,"R737684",0,60.1,-0.107682707,"MH","NW/XZ","CN",0,"10:00",1,40,2312,"0",40,40,1,1,1,0,"FI",9892.045669,104,"104_8",1454,NA,9892.045669,3.884601828,0,0,3,"5292","90","5020","2312","787","MH","2010",10,2.30258509299405,3.16227766016838,1
"876","1877","BrM",6688,3596,0,0,1341,2020-07-15,"7",2014,125,60,"R737525",1,85,0.219170472,"HE","RY/AX","CN",1,"11:20",1,5,3100,"1",5,5,1,1,1,0,"FL",55263.69916,125,"125_7",1576,NA,55263.69916,4.287076423,0,1,2,"3596","125","6688","3100","1341","HE","2014",0,-Inf,0,1
"877","3596","BrF",6688,1877,4,4,1341,2020-07-15,"7",2014,125,60,"R737688",0,85,0.219170472,"HE","NE/XZ","CN",1,"11:20",1,5,3100,"1",5,5,1,1,1,0,"FL",55263.69916,125,"125_7",1576,NA,55263.69916,4.287076423,0,1,2,"1877","125","6688","3100","1341","HE","2014",4,1.38629436111989,2,1
"878","3596","BrF",5367,1877,27,27,1063,2020-08-27,"8",2012,125,60,"R737688",0,85,0.219170472,"SAK","NE/XZ","CN",0,"11:59",1,35,2671,"0",35,35,1,1,1,0,"FL",11245.14039,116,"116_8",1183,NA,11245.14039,4.048605441,0,0,5,"1877","125","5367","2671","1063","SAK","2012",27,3.29583686600433,5.19615242270663,1
"879","3606","BrF",5143,5497,5,5,873,2020-09-05,"9",2011,100,60,"R737653",0,68,-0.10642064,"MH","EW/LX","CN",0,"15:38",2,11,2481,"0",11,11,1,1,1,0,"F",14097.02379,105,"105_9",1843,NA,14097.02379,9.032081704,0,0,4,"5497","100","5143","2481","873","MH","2011",5,1.6094379124341,2.23606797749979,1
"880","3606","BrF",4769,1394,13,13,1005,2020-09-01,"9",2009,100,60,"R737653",0,68,-0.10642064,"JW","EW/LX","CN",1,"08:14",2,22,2032,"1",22,22,1,1,1,0,"F",19370.87661,92,"92_9",2010,NA,19370.87661,4.404908722,0,1,3,"1394","100","4769","2032","1005","JW","2009",13,2.56494935746154,3.60555127546399,1
"881","3608","BrF",6673,5834,3,3,1462,2020-08-29,"8",2014,50,60,"R737656",0,34.5,-0.010609193,"SAK","EW/EX","CN",1,"15:28",2,12,3195,"1",12,12,1,1,0,0,"FI",9571.81651,125,"125_8",1437,NA,9571.81651,4.287076423,0,1,3,"5834","50","6673","3195","1462","SAK","2014",3,1.09861228866811,1.73205080756888,1
"882","3608","BrF",6673,5834,11,11,1503,2020-09-04,"9",2014,50,60,"R737656",0,34.5,-0.010609193,"KLB","EW/EX","CN",1,"14:33",2,23,3195,"1",23,23,1,1,0,0,"FI",9571.81651,125,"125_9",2956,NA,9571.81651,4.287076423,0,1,3,"5834","50","6673","3195","1503","KLB","2014",11,2.39789527279837,3.3166247903554,1
"886","1501","BrF",4718,3618,0,0,1304,2020-07-06,"7",2009,28,60,"N748817",0,22,-0.204625821,"LAB","BL/NX","CN",1,"08:19",1,2,1954,"1",2,2,1,1,1,0,"FL",33055.36153,92,"92_7",1851,NA,33055.36153,4.404908722,0,1,3,"3618","28","4718","1954","1304","LAB","2009",0,-Inf,0,1
"887","3618","BrM",4718,1501,1,1,1304,2020-07-06,"7",2009,28,60,"R737646",1,22,-0.204625821,"LAB","EO/WX","CN",1,"08:19",1,2,1954,"1",2,2,1,1,1,0,"FL",33055.36153,92,"92_7",1851,NA,33055.36153,4.404908722,0,1,3,"1501","28","4718","1954","1304","LAB","2009",1,0,1,1
"891","3643","BrM",5146,1580,8,8,874,2020-09-17,"9",2011,109,60,"R737698",1,76,-0.106813194,"MH","GR/OX","CN",0,"11:34",2,12,2487,"0",12,12,1,1,1,0,"F",71831.17039,105,"105_9",1843,NA,71831.17039,9.032081704,0,0,2,"1580","109","5146","2487","874","MH","2011",8,2.07944154167984,2.82842712474619,1
"893","3643","BrM",5030,1580,19,19,784,2020-08-11,"8",2010,109,60,"R737698",1,76,-0.106813194,"MH","GR/OX","CN",0,"14:08",1,35,2326,"0",35,35,1,1,1,8.571428571,"F",12492.46629,104,"104_8",1454,NA,12492.46629,3.884601828,0,0,2,"1580","109","5030","2326","784","MH","2010",19,2.94443897916644,4.35889894354067,1
"894","3643","BrM",5301,1580,24,24,1070,2020-08-31,"8",2012,109,60,"R737698",1,76,-0.106813194,"SAK","GR/OX","CN",0,"12:02",1,37,2568,"0",37,37,1,1,1,0,"FL",20990.53876,116,"116_8",1183,NA,20990.53876,4.048605441,0,0,2,"1580","109","5301","2568","1070","SAK","2012",24,3.17805383034795,4.89897948556636,1
"899","3695","BrF",4791,1869,15,15,1321,2020-07-15,"7",2009,154,60,"R737628",0,101,0.00224005,"MH","EN/XZ","CN",0,"12:30",1,17,2063,"0",17,17,1,1,1,5.882352941,"FL",17106.89782,92,"92_7",1851,NA,17106.89782,4.404908722,0,0,2,"1869","154","4791","2063","1321","MH","2009",15,2.70805020110221,3.87298334620742,1
"900","3695","BrF",4791,1869,21,21,1303,2020-07-10,"7",2009,154,60,"R737628",0,101,0.00224005,"MH","EN/XZ","CN",0,"11:00",1,34,2063,"0",34,34,1,1,1,0,"FL",17106.89782,92,"92_7",1851,NA,17106.89782,4.404908722,0,0,2,"1869","154","4791","2063","1303","MH","2009",21,3.04452243772342,4.58257569495584,1
"902","3698","BrF",4777,1489,6,4.8,980,2020-08-23,"8",2009,118,75,"R737626",0,82.1,-0.253132959,"MH","GL/XZ","CN",1,"14:52",1,16.8,2043,"1",21,16.8,1,1,1,9.523809524,"FI",8033.249098,92,"92_8",2372,NA,8033.249098,4.404908722,0,1,3,"1489","118","4777","2043","980","MH","2009",4.8,1.56861591791385,2.19089023002066,1
"903","3698","BrF",6724,1489,6,6,1372,2020-08-20,"8",2014,118,60,"R737626",0,82.1,-0.253132959,"MB","GL/XZ","CN",0,"07:50",1,9,3143,"0",9,9,1,1,0,0,"F",12843.7269,125,"125_8",1437,NA,12843.7269,4.287076423,0,0,2,"1489","118","6724","3143","1372","MB","2014",6,1.79175946922805,2.44948974278318,1
"904","3698","BrF",6819,1489,6,6,1516,2020-02-21,"2",2015,118,60,"R737626",0,82.1,-0.253132959,"MB","GL/XZ","CN",0,"08:37",1,11,3439,"0",11,11,1,1,1,9.090909091,"F",12880.62162,139,"139_2",1164,NA,12880.62162,3.045608346,0,0,3,"1489","118","6819","3439","1516","MB","2015",6,1.79175946922805,2.44948974278318,1
"905","3698","BrF",6819,1489,7,7,1512,2020-02-19,"2",2015,118,60,"R737626",0,82.1,-0.253132959,"MB","GL/XZ","CN",0,"11:06",1,11,3439,"0",11,11,1,1,1,0,"F",12880.62162,139,"139_2",1164,NA,12880.62162,3.045608346,0,0,3,"1489","118","6819","3439","1512","MB","2015",7,1.94591014905531,2.64575131106459,1
"906","3698","BrF",6724,1489,11,11,1493,2020-08-27,"8",2014,118,60,"R737626",0,82.1,-0.253132959,"KLB","GL/XZ","CN",0,"07:44",1,15,3143,"0",15,15,1,1,0,0,"F",12843.7269,125,"125_8",1437,NA,12843.7269,4.287076423,0,0,2,"1489","118","6724","3143","1493","KLB","2014",11,2.39789527279837,3.3166247903554,1
"907","4829","BrM",4063,1763,1,0.666666667,1299,2020-01-30,"1",2009,3,90,"V267200",1,2,0.232241865,"JW","WE/YX","CN",0,"07:54",1,0.666666667,1605,"0",1,0.666666667,1,1,1,0,"FI",7253.535611,90,"90_1",915,NA,7253.535611,4.321269229,0,0,4,"1763","3","4063","1605","1299","JW","2009",0.666666666666667,-0.405465108108164,0.81649658113185,1
"911","4854","BrM",5066,3590,7,7,788,2020-08-19,"8",2010,478,60,"R737862",1,127,0.030997178,"MH","WG/OX","CN",0,"14:59",1,27,2369,"0",27,27,1,1,0,0,"FI",6927.592746,104,"104_8",1454,NA,6927.592746,3.884601828,0,0,3,"3590","478","5066","2369","788","MH","2010",7,1.94591014905531,2.64575131106459,1
"912","4860","BrM",6687,5524,8,8,1405,2020-08-23,"8",2014,480,60,"R737863",1,129,-0.345525714,"MB","WG/XZ","CN",1,"10:36",1,19,3099,"1",19,19,1,1,0,5.263157895,"F",10295.01647,125,"125_8",1437,NA,10295.01647,4.287076423,0,1,3,"5524","480","6687","3099","1405","MB","2014",8,2.07944154167984,2.82842712474619,1
"913","4860","BrM",6687,5524,16,16,1443,2020-08-15,"8",2014,480,60,"R737863",1,129,-0.345525714,"SAK","WG/XZ","CN",0,"15:20",1,28,3099,"0",28,28,1,1,0,0,"FI",10295.01647,125,"125_8",1437,NA,10295.01647,4.287076423,0,0,3,"5524","480","6687","3099","1443","SAK","2014",16,2.77258872223978,4,1
"915","4861","BrF",6713,5583,5,5,1383,2020-08-24,"8",2014,159,60,"R737864",0,103.1,-0.023019041,"MB","RE/RX","CN",1,"09:10",1,22,3129,"1",22,22,1,1,1,4.545454545,"FI",28566.93688,125,"125_8",1437,NA,28566.93688,4.287076423,0,1,4,"5583","159","6713","3129","1383","MB","2014",5,1.6094379124341,2.23606797749979,1
